team,cp1,cp2,cp3,cp4,cp5,pl1,pl2,pl3,pl4,pl5,score,date,stage,title
진에어 그린윙스,나르,탈리야,라이즈,이즈리얼,알리스타,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Nova,0,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 1경기 1세트
아프리카 프릭스,라이즈,세주아니,아지르,바루스,브라움,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 1경기 2세트
진에어 그린윙스,케넨,그라가스,신드라,애쉬,탐 켄치,Jin Air SoHwan,Jin Air UmTi,Jin Air Grace,Jin Air Teddy,Jin Air Nova,0,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 1경기 2세트
Griffin,초가스,그레이브즈,조이,카이사,탐 켄치,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 2경기 1세트
bbq olivers,라이즈,트런들,바루스,케이틀린,모르가나,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 2경기 1세트
Griffin,나르,트런들,벨코즈,카이사,알리스타,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 2경기 2세트
bbq olivers,라이즈,그라가스,아지르,이즈리얼,브라움,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.08.08,2018 LCK 섬머 정규 시즌,42일차 2경기 2세트
SKT T1,갱플랭크,올라프,라이즈,이즈리얼,브라움,SKT T1 Thal,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,0,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 1경기 1세트
킹존 드래곤X,카밀,세주아니,조이,애쉬,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 1경기 1세트
SKT T1,초가스,트런들,오리아나,바루스,브라움,SKT T1 Thal,SKT T1 Blank,SKT T1 Pirean,SKT T1 Bang,SKT T1 Effort,0,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 1경기 2세트
킹존 드래곤X,그라가스,킨드레드,조이,애쉬,탐 켄치,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 1경기 2세트
MVP,카밀,자크,조이,진,탐 켄치,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 2경기 1세트
kt 롤스터,자르반 4세,세주아니,아지르,애쉬,브라움,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 2경기 1세트
MVP,나르,그라가스,바루스,진,벨코즈,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 2경기 2세트
kt 롤스터,갱플랭크,세주아니,아지르,애쉬,모르가나,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.08.09,2018 LCK 섬머 정규 시즌,43일차 2경기 2세트
Gen.G,자르반 4세,탈리야,질리언,시비르,라칸,Gen G CuVee,Gen G Ambition,Gen G Fly,Gen G Ruler,Gen G CoreJJ,0,2018.08.12,2018 LCK 섬머 포스트 시즌,와일드카드 1세트
아프리카 프릭스,퀸,올라프,바루스,스웨인,쉔,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.12,2018 LCK 섬머 포스트 시즌,와일드카드 1세트
Gen.G,나르,트런들,조이,바루스,브라움,Gen G CuVee,Gen G Ambition,Gen G Fly,Gen G Ruler,Gen G CoreJJ,0,2018.08.12,2018 LCK 섬머 포스트 시즌,와일드카드 2세트
아프리카 프릭스,갱플랭크,그라가스,야스오,스웨인,알리스타,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.12,2018 LCK 섬머 포스트 시즌,와일드카드 2세트
아프리카 프릭스,오른,올라프,탈론,바루스,알리스타,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 1세트
킹존 드래곤X,제이스,탈리야,라이즈,카이사,라칸,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 1세트
아프리카 프릭스,초가스,그라가스,벨코즈,바루스,쉔,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 2세트
킹존 드래곤X,카밀,탈리야,라이즈,카이사,알리스타,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 2세트
아프리카 프릭스,오른,올라프,말자하,자야,라칸,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,0,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 3세트
킹존 드래곤X,그라가스,킨드레드,조이,바루스,모르가나,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,1,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 3세트
아프리카 프릭스,라이즈,그라가스,르블랑,자야,라칸,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 4세트
킹존 드래곤X,초가스,트런들,오리아나,바루스,알리스타,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.08.15,2018 LCK 섬머 포스트 시즌,PO 1R 4세트
Griffin,나르,올라프,라이즈,바루스,브라움,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 1세트
아프리카 프릭스,갱플랭크,세주아니,아트록스,스웨인,쉔,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,0,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 1세트
Griffin,나르,올라프,오리아나,미스 포츈,알리스타,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 2세트
아프리카 프릭스,퀸,그라가스,조이,바루스,쉔,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 2세트
Griffin,초가스,올라프,조이,이즈리얼,알리스타,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 3세트
아프리카 프릭스,케넨,리 신,바루스,카이사,쉔,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,1,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 3세트
Griffin,제이스,올라프,갈리오,애쉬,브라움,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 4세트
아프리카 프릭스,갱플랭크,트런들,야스오,스웨인,알리스타,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,0,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 4세트
Griffin,나르,트런들,오리아나,애쉬,브라움,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 5세트
아프리카 프릭스,야스오,그라가스,조이,바루스,탐 켄치,Afreeca Kiin,Afreeca Spirit,Afreeca kuro,Afreeca Kramer,Afreeca TusiN,0,2018.08.18,2018 LCK 섬머 포스트 시즌,PO 2R 5세트
Griffin,초가스,자크,우르곳,카이사,탐 켄치,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 1세트
kt 롤스터,아트록스,세주아니,빅토르,징크스,알리스타,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,0,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 1세트
Griffin,오른,자크,조이,바루스,모르가나,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 2세트
kt 롤스터,우르곳,탈리야,이렐리아,카이사,알리스타,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 2세트
Griffin,제이스,탈리야,우르곳,야스오,탐 켄치,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 3세트
kt 롤스터,초가스,올라프,빅토르,카이사,알리스타,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,0,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 3세트
Griffin,말파이트,올라프,조이,카이사,그라가스,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 4세트
kt 롤스터,제이스,트런들,탈리야,시비르,알리스타,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 4세트
Griffin,나르,탈리야,벨코즈,이즈리얼,그라가스,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 5세트
kt 롤스터,우르곳,녹턴,갈리오,자야,라칸,KT Smeb,KT Score,KT Ucal,KT Deft,KT Mata,1,2018.09.08,2018 LCK 섬머 포스트 시즌,결승전 5세트
Gen.G,우르곳,신 짜오,갈리오,바루스,브라움,Gen G CuVee,Gen G Ambition,Gen G Fly,Gen G Ruler,Gen G CoreJJ,0,2018.09.12,2018 롤드컵 국대선발전,1차전 1세트
SKT T1,오른,탈리야,아지르,카이사,알리스타,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.09.12,2018 롤드컵 국대선발전,1차전 1세트
Gen.G,나르,트런들,조이,카이사,알리스타,Gen G CuVee,Gen G Ambition,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.12,2018 롤드컵 국대선발전,1차전 2세트
SKT T1,오른,세주아니,룰루,트위치,브라움,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,0,2018.09.12,2018 롤드컵 국대선발전,1차전 2세트
Gen.G,나르,신 짜오,벨코즈,카이사,알리스타,Gen G CuVee,Gen G Ambition,Gen G Crown,Gen G Ruler,Gen G CoreJJ,0,2018.09.12,2018 롤드컵 국대선발전,1차전 3세트
SKT T1,오른,킨드레드,이렐리아,애쉬,탐 켄치,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,1,2018.09.12,2018 롤드컵 국대선발전,1차전 3세트
Gen.G,그라가스,카밀,라이즈,애쉬,브라움,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.12,2018 롤드컵 국대선발전,1차전 4세트
SKT T1,오른,킨드레드,벨코즈,이즈리얼,탐 켄치,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,0,2018.09.12,2018 롤드컵 국대선발전,1차전 4세트
Gen.G,갱플랭크,그라가스,리산드라,바루스,브라움,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.12,2018 롤드컵 국대선발전,1차전 5세트
SKT T1,나르,트런들,아칼리,애쉬,탐 켄치,SKT T1 Untara,SKT T1 Blank,SKT T1 Faker,SKT T1 Bang,SKT T1 Effort,0,2018.09.12,2018 롤드컵 국대선발전,1차전 5세트
Gen.G,아트록스,그라가스,리산드라,카이사,알리스타,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,0,2018.09.14,2018 롤드컵 국대선발전,2차전 1세트
Griffin,우르곳,올라프,조이,자야,라칸,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.09.14,2018 롤드컵 국대선발전,2차전 1세트
Gen.G,아트록스,그라가스,리산드라,자야,라칸,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.14,2018 롤드컵 국대선발전,2차전 2세트
Griffin,우르곳,니달리,이렐리아,케이틀린,모르가나,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.14,2018 롤드컵 국대선발전,2차전 2세트
Gen.G,아트록스,그라가스,리산드라,자야,라칸,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.14,2018 롤드컵 국대선발전,2차전 3세트
Griffin,우르곳,올라프,이렐리아,케이틀린,모르가나,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.14,2018 롤드컵 국대선발전,2차전 3세트
Gen.G,우르곳,그라가스,벨코즈,자야,라칸,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,0,2018.09.14,2018 롤드컵 국대선발전,2차전 4세트
Griffin,오른,세주아니,아트록스,카이사,알리스타,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2018.09.14,2018 롤드컵 국대선발전,2차전 4세트
Gen.G,나르,트런들,조이,자야,라칸,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.14,2018 롤드컵 국대선발전,2차전 5세트
Griffin,우르곳,세주아니,야스오,블라디미르,쉔,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2018.09.14,2018 롤드컵 국대선발전,2차전 5세트
Gen.G,아트록스,올라프,말자하,트리스타나,알리스타,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.16,2018 롤드컵 국대선발전,최종전 1세트
킹존 드래곤X,우르곳,트런들,조이,카이사,그라가스,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.09.16,2018 롤드컵 국대선발전,최종전 1세트
Gen.G,아트록스,리 신,조이,바루스,쉔,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.16,2018 롤드컵 국대선발전,최종전 2세트
킹존 드래곤X,우르곳,올라프,야스오,자야,라칸,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.09.16,2018 롤드컵 국대선발전,최종전 2세트
Gen.G,갱플랭크,그라가스,조이,바루스,브라움,Gen G CuVee,Gen G Haru,Gen G Crown,Gen G Ruler,Gen G CoreJJ,1,2018.09.16,2018 롤드컵 국대선발전,최종전 3세트
킹존 드래곤X,초가스,올라프,아칼리,자야,라칸,KZ Khan,KZ Peanut,KZ BDD,KZ PraY,KZ GorillA,0,2018.09.16,2018 롤드컵 국대선발전,최종전 3세트
MVP,카밀,트런들,조이,카이사,브라움,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.18,2019 LCK 스프링 승강전,1차전 1세트
Team BattleComics,문도 박사,올라프,아지르,바루스,탐 켄치,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.18,2019 LCK 스프링 승강전,1차전 1세트
MVP,갱플랭크,스카너,라이즈,카이사,라칸,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.18,2019 LCK 스프링 승강전,1차전 2세트
Team BattleComics,초가스,세주아니,아트록스,자야,탐 켄치,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.18,2019 LCK 스프링 승강전,1차전 2세트
DAMWON Gaming,오른,그라가스,빅토르,카이사,탐 켄치,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2018.09.18,2019 LCK 스프링 승강전,2차전 1세트
bbq olivers,초가스,올라프,신드라,자야,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Aries,bbq IgNar,0,2018.09.18,2019 LCK 스프링 승강전,2차전 1세트
DAMWON Gaming,갱플랭크,세주아니,르블랑,카이사,알리스타,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2018.09.18,2019 LCK 스프링 승강전,2차전 2세트
bbq olivers,오른,트런들,신드라,자야,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Aries,bbq IgNar,0,2018.09.18,2019 LCK 스프링 승강전,2차전 2세트
DAMWON Gaming,갱플랭크,세주아니,아칼리,이즈리얼,라칸,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,0,2018.09.20,2019 LCK 스프링 승강전,승자전 1세트
Team BattleComics,오른,올라프,리산드라,자야,쉔,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.20,2019 LCK 스프링 승강전,승자전 1세트
DAMWON Gaming,제이스,리 신,신드라,야스오,파이크,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2018.09.20,2019 LCK 스프링 승강전,승자전 2세트
Team BattleComics,오른,올라프,라이즈,이즈리얼,탐 켄치,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,0,2018.09.20,2019 LCK 스프링 승강전,승자전 2세트
DAMWON Gaming,우르곳,세주아니,카타리나,카이사,라칸,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2018.09.20,2019 LCK 스프링 승강전,승자전 3세트
Team BattleComics,나르,카밀,아지르,자야,쉔,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,0,2018.09.20,2019 LCK 스프링 승강전,승자전 3세트
DAMWON Gaming,제이스,스카너,신드라,야스오,라칸,DWG Nuguri,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2018.09.20,2019 LCK 스프링 승강전,승자전 4세트
Team BattleComics,뽀삐,잭스,아지르,자야,쉔,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,0,2018.09.20,2019 LCK 스프링 승강전,승자전 4세트
MVP,오른,스카너,벨코즈,바루스,탐 켄치,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,1,2018.09.21,2019 LCK 스프링 승강전,패자전 1세트
bbq olivers,문도 박사,세주아니,아지르,애쉬,브라움,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.09.21,2019 LCK 스프링 승강전,패자전 1세트
MVP,자르반 4세,세주아니,야스오,스웨인,사이온,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.21,2019 LCK 스프링 승강전,패자전 2세트
bbq olivers,오른,트런들,아지르,카이사,모르가나,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,1,2018.09.21,2019 LCK 스프링 승강전,패자전 2세트
MVP,초가스,세주아니,우르곳,루시안,브라움,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,1,2018.09.21,2019 LCK 스프링 승강전,패자전 3세트
bbq olivers,오른,스카너,벨코즈,바루스,질리언,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.09.21,2019 LCK 스프링 승강전,패자전 3세트
MVP,오른,세주아니,카르마,카이사,노틸러스,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,1,2018.09.21,2019 LCK 스프링 승강전,패자전 4세트
bbq olivers,갱플랭크,스카너,아지르,자야,라칸,bbq Crazy,bbq Trick,bbq Tempt,bbq Ghost,bbq IgNar,0,2018.09.21,2019 LCK 스프링 승강전,패자전 4세트
MVP,마오카이,세주아니,신드라,카이사,브라움,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.22,2019 LCK 스프링 승강전,최종전 1세트
Team BattleComics,초가스,올라프,피즈,자야,모르가나,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.22,2019 LCK 스프링 승강전,최종전 1세트
MVP,오른,킨드레드,아트록스,애쉬,탐 켄치,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.22,2019 LCK 스프링 승강전,최종전 2세트
Team BattleComics,문도 박사,탈리야,라이즈,자야,라칸,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.22,2019 LCK 스프링 승강전,최종전 2세트
MVP,마오카이,스카너,카르마,카이사,알리스타,MVP ADD,MVP Yondu,MVP Ian,MVP Pilot,MVP Max,0,2018.09.22,2019 LCK 스프링 승강전,최종전 3세트
Team BattleComics,제이스,카밀,갈리오,자야,모르가나,BtC Soar,BtC OnFleek,BtC Dove,BtC Hollow,BtC Joker,1,2018.09.22,2019 LCK 스프링 승강전,최종전 3세트
Cloud 9,아트록스,신 짜오,라이즈,카이사,레오나,C9 Licorice,C9 Blaber,C9 Jensen,C9 Sneaky,C9 Zeyzal,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 1경기 
KaBuM! e-Sports,우르곳,올라프,빅토르,루시안,파이크,KBM Zantins,KBM Ranger,KBM Dynquedo,KBM Titan,KBM Riyev,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 1경기 
G-Rex,우르곳,스카너,신드라,칼리스타,알리스타,GRX PK,GRX Empt2y,GRX Candy,GRX Stitch,GRX Koala,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 2경기 
Gambit Esports,오른,그라가스,말자하,트리스타나,쓰레쉬,GMB PvPStejos,GMB Diamondprox,GMB Kira,GMB Lodik,GMB Edward,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 2경기 
DetonatioN,오른,킨드레드,카르마,바루스,탐 켄치,DFM Evi,DFM Steal,DFM Ceros,DFM Yutapon,DFM viviD,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 3경기 
KaBuM! e-Sports,사이온,탈리야,신드라,트리스타나,쓰레쉬,KBM Zantins,KBM Ranger,KBM Dynquedo,KBM Titan,KBM Riyev,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 3경기 
G-Rex,마오카이,그라가스,야스오,트리스타나,알리스타,GRX PK,GRX Empt2y,GRX Candy,GRX Stitch,GRX Koala,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 4경기 
Kaos Latin Gamers,사이온,신 짜오,라이즈,자야,라칸,KLG Nate,KLG Tierwulf,KLG Plugo,KLG Fix,KLG Slow,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 4경기 
Cloud 9,리산드라,킨드레드,이렐리아,카이사,알리스타,C9 Licorice,C9 Blaber,C9 Jensen,C9 Sneaky,C9 Zeyzal,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 5경기 
DetonatioN,우르곳,신 짜오,직스,바루스,탐 켄치,DFM Evi,DFM Steal,DFM Ceros,DFM Yutapon,DFM viviD,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 5경기 
Gambit Esports,사이온,탈리야,갈리오,루시안,알리스타,GMB PvPStejos,GMB Diamondprox,GMB Kira,GMB Lodik,GMB Edward,1,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 6경기 
Kaos Latin Gamers,우르곳,킨드레드,아칼리,카이사,브라움,KLG Nate,KLG Tierwulf,KLG Plugo,KLG Fix,KLG Slow,0,2018.10.01,2018 롤드컵 플레이-인 스테이지,1일차 6경기 
EDG,오른,녹턴,르블랑,카이사,탐 켄치,EDG Ray,EDG ClearLove,EDG Scout,EDG iBoy,EDG Meiko,1,2018.10.02,2018 롤드컵 플레이-인 스테이지,2일차 1경기 
Infinity eSports,사이온,카밀,룰루,바루스,쉔,INF Relic,INF SolidSnake,INF Cotopaco,INF Renyu,INF Arce,0,2018.10.02,2018 롤드컵 플레이-인 스테이지,2일차 1경기 
BAUSuperMassive eSports,사이온,스카너,질리언,바루스,탐 켄치,SUP fabFabulous,SUP Stomaged,SUP GBM,SUP Zeitnot,SUP SnowFlower,1,2018.10.02,2018 롤드컵 플레이-인 스테이지,2일차 2경기 
G2 Esports,오른,올라프,아칼리,트리스타나,알리스타,G2 Wunder,G2 Jankos,G2 PerkZ,G2 Hjarnan,G2 Wadid,0,2018.10.02,2018 롤드컵 플레이-인 스테이지,2일차 2경기 
Dire Wolves,오른,신 짜오,아지르,트리스타나,알리스타,DW BioPanther,DW UDYSOF,DW Triple,DW k1ng,DW Cupcake,1,2018.10.02,2018 롤드컵 플레이-인 스테이지,2일차 3경기 
